"TAXOCODE","X3A_CODE","Scientific_name","AphiaID","Match.type","ScientificName","AphiaID_accepted","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies","WoRMSname","English_name","ISSCAAP","CatchGroup","ByCatchGroup"
"1780901805","PHI","Platycephalus richardsoni","274663","exact","Platycephalus richardsoni","274663","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Platycephalidae","Platycephalus","","richardsoni",,"Platycephalus richardsoni","Tiger flathead","33","demersal",
"1781310001","RRF","Rhamphocottus richardsoni","315480","exact","Rhamphocottus richardsoni","282578","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Rhamphocottidae","Rhamphocottus","","richardsoni",,"Rhamphocottus richardsoni","Grunt sculpin","33","demersal",
"1705700701","EDR","Pseudopentaceros richardsoni","218773","exact","Pseudopentaceros richardsoni","218773","Animalia","Chordata","Actinopterygii","Perciformes","Pentacerotidae","Pseudopentaceros","","richardsoni",,"Pseudopentaceros richardsoni","Pelagic armourhead","34","demersal",
"1100400221","BYQ","Bathyraja richardsoni","105867","exact","Bathyraja richardsoni","105867","Animalia","Chordata","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","","richardsoni",,"Bathyraja richardsoni","Richardson's ray","38","elasmobranchs",
"1400231203","SZR","Schizothorax richardsonii","1018368","exact","Schizothorax richardsonii","1018368","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",,"","richardsonii",,"","Common snowtrout","11","other",
"1650101204","LZR","Liza richardsonii","218883","exact","Liza richardsonii","218883","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Liza","","richardsonii",,"Liza richardsonii","South African mullet","33","demersal",
"1900201601","KOR","Contusus richei","280389","exact","Contusus richei","280389","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Contusus","","richei",,"Contusus richei","Prickly toadfish","33","demersal",
"1210508101","PCD","Potamalosa richmondia","282325","exact","Potamalosa richmondia","282325","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Potamalosa","","richmondia",,"Potamalosa richmondia","Australian freshwater herring","13","other",
"1732118501","OTU","Parapocryptes rictuosus","282100","exact","Parapocryptes rictuosus","282100","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Parapocryptes","","rictuosus",,"Parapocryptes rictuosus","","33","demersal",
"5630100313","CVV","Larus ridibundus","137149","exact","Larus ridibundus","137149","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","","ridibundus",,"Larus ridibundus","Common black-headed gull",,"incidental by-catch","birds"
"1110200608","TNN","Narcine rierai","221343","exact","Narcine rierai","221343","Animalia","Chordata","Elasmobranchii","Torpediniformes","Narcinidae","Narcine","","rierai",,"Narcine rierai","Slender electric ray","38","elasmobranchs",
"1380101201","AXI","Axelrodia riesei","1013418","exact","Axelrodia riesei","1013418","Animalia","Chordata","Actinopterygii","Characiformes","Characidae",,"",,,"","","13","other",
"7410800206","UVQ","Ulva rigida","145990","exact","Ulva rigida","145990","Plantae","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","","rigida",,"Ulva rigida","Chicory sea lettuce","93","other",
"3211801002","BQR","Brachioteuthis riisei","138852","exact","Brachioteuthis riisei","138852","Animalia","Mollusca","Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis","","riisei",,"Brachioteuthis riisei","Common arm squid","57","molluscs",
"1380106701","CMI","Corynopoma riisei","1021310","exact","Corynopoma riisei","1021310","Animalia","Chordata","Actinopterygii","Characiformes","Characidae",,"","riisei",,"","Swordtail characin","13","other",
"1830200601","DXR","Dexistes rikuzenius","280516","exact","Dexistes rikuzenius","280516","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Dexistes","","rikuzenius",,"Dexistes rikuzenius","Rikuzen flounder","31","flatfish",
"3072300101","MGH","Malea ringens","410241","exact","Malea ringens","410241","Animalia","Mollusca","Gastropoda","Littorinimorpha","Tonnidae","Malea","","ringens",,"Malea ringens","Pacific cask shell","52","molluscs",
"3162300302","KDR","Cardium ringens","225232","exact","Cardium ringens","225595","Animalia","Mollusca","Bivalvia","Veneroida","Cardiidae","Cardium","","ringens",,"Cardium ringens","Gaping cockle","56","molluscs",
"1090101702","SYR","Scymnodon ringens","105918","exact","Scymnodon ringens","105918","Animalia","Chordata","Elasmobranchii","Squaliformes","Somniosidae","Scymnodon","","ringens",,"Scymnodon ringens","Knifetooth dogfish","38","elasmobranchs",
"1210600208","VET","Engraulis ringens","272287","exact","Engraulis ringens","272287","Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","","ringens",,"Engraulis ringens","Anchoveta(=Peruvian anchovy)","35","small pelagic",
"1711507001","DUR","Piedrabuenia ringueleti","282260","exact","Piedrabuenia ringueleti","282260","Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Piedrabuenia","","ringueleti",,"Piedrabuenia ringueleti","","34","demersal",
"1771505201","BSD","Spaniblennius riodourensis","282835","exact","Spaniblennius riodourensis","282835","Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae","Spaniblennius","","riodourensis",,"Spaniblennius riodourensis","","33","demersal",
"1320803001","ELR","Electrona risso","126600","exact","Electrona risso","126600","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae","Electrona","","risso",,"Electrona risso","Electric lantern fish","34","demersal",
"1450200301","NNP","Polyacanthonotus rissoanus","126645","exact","Polyacanthonotus rissoanus","126645","Animalia","Chordata","Actinopterygii","Notacanthiformes","Notacanthidae","Polyacanthonotus","","rissoanus",,"Polyacanthonotus rissoanus","","34","demersal",
"1311100802","NRD","Notolepis rissoi","147037","exact","Notolepis rissoi","126352","Animalia","Chordata","Actinopterygii","Aulopiformes","Paralepididae","Notolepis","","rissoi",,"Notolepis rissoi","Spotted barracudina","34","demersal",
"1410809901","RRT","Rita rita","282621","exact","Rita rita","282621","Animalia","Chordata","Actinopterygii","Siluriformes","Bagridae","Rita","","rita",,"Rita rita","Rita","13","other",
"1380109201","KLR","Klausewitzia ritae","1013454","exact","Klausewitzia ritae","1013454","Animalia","Chordata","Actinopterygii","Characiformes",,,"",,,"","","13","other",
"2281201818","LMW","Palaemon ritteri","514462","exact","Palaemon ritteri","514462","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","","ritteri",,"Palaemon ritteri","Barred grass shrimp","45","crustaceans",
"1090101906","CYR","Centroscyllium ritteri","271625","exact","Centroscyllium ritteri","271625","Animalia","Chordata","Elasmobranchii","Squaliformes","Etmopteridae","Centroscyllium","","ritteri",,"Centroscyllium ritteri","Whitefin dogfish","38","elasmobranchs",
"1080101423","CSV","Apristurus riveri","158514","exact","Apristurus riveri","158514","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Pentanchidae","Apristurus","","riveri",,"Apristurus riveri","Broadgill catshark","38","elasmobranchs",
"2280102202","TIT","Xiphopenaeus riveti","585446","phonetic","Xiphopeneus riveti","585446","Animalia","Arthropoda","Malacostraca","Decapoda","Penaeidae","Xiphopeneus","","riveti",,"Xiphopeneus riveti","Pacific seabob","45","crustaceans",
"1702304814","YTL","Seriola rivoliana","126818","exact","Seriola rivoliana","126818","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Seriola","","rivoliana",,"Seriola rivoliana","Longfin yellowtail","37","small pelagic",
"3160700814","OYU","Crassostrea rivularis","233548","exact","Crassostrea rivularis","233548","Animalia","Mollusca","Bivalvia","Ostreoida","Ostreidae","Crassostrea","","rivularis",,"Crassostrea rivularis","Suminoe oyster","53","molluscs",
"1400200501","ABB","Abbottina rivularis","1018726","exact","Abbottina rivularis","1018726","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",,"","rivularis",,"","Chinese false gudgeon","11","other",
"1732113104","GVD","Gobiodon rivulatus","219478","exact","Gobiodon rivulatus","219478","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Gobiodon","","rivulatus",,"Gobiodon rivulatus","Rippled coralgoby","33","demersal",
"1740700106","SRI","Siganus rivulatus","127045","exact","Siganus rivulatus","127045","Animalia","Chordata","Actinopterygii","Perciformes","Siganidae","Siganus","","rivulatus",,"Siganus rivulatus","Marbled spinefoot","33","demersal",
"1703202711","LUV","Lutjanus rivulatus","218494","exact","Lutjanus rivulatus","218494","Animalia","Chordata","Actinopterygii","Perciformes","Lutjanidae","Lutjanus","","rivulatus",,"Lutjanus rivulatus","Blubberlip snapper","33","demersal",
"1700204245","EPV","Epinephelus rivulatus","218216","exact","Epinephelus rivulatus","218216","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Epinephelus","","rivulatus",,"Epinephelus rivulatus","Halfmoon grouper","33","demersal",
"1706700401","IRV","Cirrhitus rivulatus","279160","exact","Cirrhitus rivulatus","279160","Animalia","Chordata","Actinopterygii","Perciformes","Cirrhitidae","Cirrhitus","","rivulatus",,"Cirrhitus rivulatus","Giant hawkfish","33","demersal",
"1705935401","AER","Aequidens rivulatus","991178","exact","Aequidens rivulatus","991179","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae",,"","rivulatus",,"","Green terror","12","other",
"1700102509","EPL","Centropomus robalito","280067","exact","Centropomus robalito","280067","Animalia","Chordata","Actinopterygii","Perciformes","Centropomidae","Centropomus","","robalito",,"Centropomus robalito","Yellowfin snook","33","demersal",
"1470300304","HHR","Hyporhamphus roberti","293617","exact","Hyporhamphus roberti","272194","Animalia","Chordata","Actinopterygii","Beloniformes","Hemiramphidae","Hyporhamphus","","roberti",,"Hyporhamphus roberti","Slender halfbeak","37","small pelagic",
"1100400127","JFB","Raja robertsi","299012","exact","Raja robertsi","217382","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja","","robertsi",,"Raja robertsi","Bigmouth skate","38","elasmobranchs",
"1705832903","QVL","Oplegnathus robinsoni","218775","exact","Oplegnathus robinsoni","218775","Animalia","Chordata","Actinopterygii","Perciformes","Oplegnathidae","Oplegnathus","","robinsoni",,"Oplegnathus robinsoni","Natal knifejaw","33","demersal",
"1720919608","QZK","Parapercis robinsoni","219156","exact","Parapercis robinsoni","219156","Animalia","Chordata","Actinopterygii","Perciformes","Pinguipedidae","Parapercis","","robinsoni",,"Parapercis robinsoni","Smallscale grubfish","33","demersal",
"3210603304","UHR","Moroteuthis robsoni","342256","exact","Moroteuthis robsoni","410384","Animalia","Mollusca","Cephalopoda","Oegopsida","Onychoteuthidae","Moroteuthis","","robsoni",,"Moroteuthis robsoni","Rugose hooked squid","57","molluscs",
"6550100102","QDI","Colossendeis robusta","173208","exact","Colossendeis robusta","173208","Animalia","Arthropoda","Pycnogonida","Pantopoda","Colossendeidae","Colossendeis","","robusta",,"Colossendeis robusta","","75","other",
"3210303908","IOR","Sepiola robusta","141458","exact","Sepiola robusta","141458","Animalia","Mollusca","Cephalopoda","Sepiida","Sepiolidae","Sepiola","","robusta",,"Sepiola robusta","Robust bobtail squid","57","molluscs",
"1709600401","OBU","Rosenblattia robusta","282630","exact","Rosenblattia robusta","282630","Animalia","Chordata","Actinopterygii","Perciformes","Epigonidae","Rosenblattia","","robusta",,"Rosenblattia robusta","","34","demersal",
"1782100901","NSU","Notesthes robusta","281773","exact","Notesthes robusta","281773","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Tetrarogidae","Notesthes","","robusta",,"Notesthes robusta","Bullrout","33","demersal",
"1430600704","MMO","Muraena robusta","271903","exact","Muraena robusta","271903","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenidae","Muraena","","robusta",,"Muraena robusta","Stout moray","33","demersal",
"1400204106","GIR","Gila robusta","1014229","exact","Gila robusta","1014229","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae",,"","robusta",,"","Roundtail chub","11","other",
"3162300501","DKR","Dinocardium robustum","156843","exact","Dinocardium robustum","156843","Animalia","Mollusca","Bivalvia","Veneroida","Cardiidae","Dinocardium","","robustum",,"Dinocardium robustum","Giant atlantic cockle","56","molluscs",
"1706311903","OFD","Choerodon robustus","218950","exact","Choerodon robustus","218950","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Choerodon","","robustus",,"Choerodon robustus","Robust tuskfish","33","demersal",
"4230400101","GRW","Eschrichtius robustus","137112","exact","Eschrichtius robustus","137112","Animalia","Chordata","Mammalia","Cetartiodactyla","Eschrichtiidae","Eschrichtius","","robustus",,"Eschrichtius robustus","Gray whale","61","incidental by-catch","cetaceans"
"3210603305","UHB","Moroteuthis robustus","342257","exact","Moroteuthis robustus","410385","Animalia","Mollusca","Cephalopoda","Oegopsida","Onychoteuthidae","Moroteuthis","","robustus",,"Moroteuthis robustus","Robust clubhook squid","57","molluscs",
"2282900603","RRS","Pleoticus robustus","158338","exact","Pleoticus robustus","158338","Animalia","Arthropoda","Malacostraca","Decapoda","Solenoceridae","Pleoticus","","robustus",,"Pleoticus robustus","Royal red shrimp","45","crustaceans",
"2311100802","EYX","Euphylax robustus","442744","exact","Euphylax robustus","442744","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Euphylax","","robustus",,"Euphylax robustus","Robustus swimcrab","42","crustaceans",
"1750501401","TBS","Tongaichthys robustus","283009","exact","Tongaichthys robustus","283009","Animalia","Chordata","Actinopterygii","Perciformes","Gempylidae","Tongaichthys","","robustus",,"Tongaichthys robustus","Tonga escolar","34","demersal",
"1900101101","TFR","Strophiurichthys robustus","403453","exact","Strophiurichthys robustus","219900","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Aracanidae","Strophiurichthys","","robustus",,"Strophiurichthys robustus","Chubby basketfish","33","demersal",
"1709637304","EGR","Epigonus robustus","209381","exact","Epigonus robustus","209381","Animalia","Chordata","Actinopterygii","Perciformes","Epigonidae","Epigonus","","robustus",,"Epigonus robustus","Robust cardinalfish","34","demersal",
"1830403101","YOT","Cynoglossus robustus","274222","exact","Cynoglossus robustus","274222","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Cynoglossidae","Cynoglossus","","robustus",,"Cynoglossus robustus","","31","flatfish",
"1580202701","OBR","Benthocometes robustus","126667","exact","Benthocometes robustus","126667","Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Benthocometes","","robustus",,"Benthocometes robustus","","34","demersal",
"1570405301","AFR","Alloophorus robustus","1019558","exact","Alloophorus robustus","1019558","Animalia","Chordata","Actinopterygii","Cyprinodontiformes",,,"","robustus",,"","Bulldog goodeid","13","other",
"1705950002","YBB","Serranochromis robustus","1015836","exact","Serranochromis robustus","1015836","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae",,"","robustus",,"","Yellow-belly bream","12","other",
"1100801010","RMN","Mobula rochebrunei","271483","exact","Mobula rochebrunei","271483","Animalia","Chordata","Elasmobranchii","Rajiformes","Myliobatidae","Mobula","","rochebrunei",,"Mobula rochebrunei","Lesser Guinean devil ray","38","elasmobranchs",
"1780900501","KUD","Kumococius rodericensis","218141","exact","Kumococius rodericensis","218141","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Platycephalidae","Kumococius","","rodericensis",,"Kumococius rodericensis","Spiny flathead","33","demersal",
"3161004002","BFH","Brachidontes rodriguezii","367978","exact","Brachidontes rodriguezii","367978","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Brachidontes","","rodriguezii",,"Brachidontes rodriguezii","","54","molluscs",
